gene_id	gene_name	logCPM	logFC	PValue	FDR	gene_biotype	entrezid	ave_tx_len	gc_content	rankingStat	signedRank	DE	coef
ENSG00000172260	NEGR1	5.592267042156952	-1.4571433543763885	5.422737676338723e-6	0.0020972381498971437	protein_coding	257194	3907.2	36.37387387387385	-5.265781403949957	5	TRUE	Sarm
ENSG00000153721	CNKSR3	4.14086502259936	1.808129407909689	5.573735553288257e-6	0.0020972381498971437	protein_coding	154043	5352	44.28624813153964	5.253853640300165	16296	TRUE	Sarm
ENSG00000164647	STEAP1	3.477109056831214	2.3885990921251636	5.81710001588826e-6	0.0020972381498971437	protein_coding	26872	993.3333333333334	39.39597315436241	5.235293469126686	16295	TRUE	Sarm
ENSG00000172250	SERHL	4.711955133560405	2.279092405533397	5.887523574966533e-6	0.0020972381498971437	transcribed_unitary_pseudogene	94009	1385.4	56.113757759491826	5.230067340846932	16294	TRUE	Sarm
ENSG00000163884	KLF15	2.0812149616973743	1.9124240923101044	5.954781937462905e-6	0.0020972381498971437	protein_coding	28999	1543.5	60.090702947845784	5.225134137638896	16293	TRUE	Sarm
ENSG00000017797	RALBP1	6.88853795100235	0.9625933771088766	6.03503294221305e-6	0.0020972381498971437	protein_coding	10928	2451.1666666666665	46.89603590127148	5.219320354964759	16292	TRUE	Sarm
ENSG00000127954	STEAP4	8.582131856172238	1.0509309523273889	6.448327759931181e-6	0.0021941778604782493	protein_coding	79689	4880.333333333333	39.40987637456462	5.190552896030532	16291	TRUE	Sarm
ENSG00000146757	ZNF92	6.087435180498437	-1.045786923712272	6.978815033960635e-6	0.0023262242030546746	protein_coding	168374	2555	34.293542074363984	-5.156218312032986	6	TRUE	Sarm
ENSG00000100003	SEC14L2	6.728658975512274	2.2605402564412764	7.156269128567546e-6	0.002337666873537875	protein_coding	23541	1251.0588235294117	55.256723716381416	5.145313335117803	16290	TRUE	Sarm
ENSG00000233041	PHGR1	6.364753325919577	1.9239694934302916	8.084359583058195e-6	0.0025772802222730467	protein_coding	644844	503.5	57.000993048659375	5.092354377805807	16289	TRUE	Sarm
ENSG00000128849	CGNL1	8.27129280565503	0.9746310169631243	8.205386123688141e-6	0.0025772802222730467	protein_coding	84952	2905.3333333333335	50.653969710876574	5.085900977384626	16288	TRUE	Sarm
ENSG00000111666	CHPT1	6.65659000842281	1.0786412623737252	8.626952097911848e-6	0.0026255248854959137	protein_coding	56994	1402.3	43.50709548598731	5.064142613422686	16287	TRUE	Sarm
ENSG00000113645	WWC1	6.364176349522587	0.948913173066556	8.680483917025612e-6	0.0026255248854959137	protein_coding	23286	1768.25	53.661812526509244	5.0614560632295245	16286	TRUE	Sarm
ENSG00000143153	ATP1B1	6.686170959403673	-0.9264690243004758	1.0312647792976132e-5	0.003062481389139621	protein_coding	481	1847.3333333333333	44.58679177192349	-4.986629814421261	7	TRUE	Sarm
ENSG00000124713	GNMT	3.6922061870881016	1.3634690901904327	1.2304007865440895e-5	0.003588595722611538	protein_coding	27232;107080644	1076	59.4795539033457	4.909953399916142	16285	TRUE	Sarm
ENSG00000109814	UGDH	7.216785399604671	1.1557669690917887	1.344868702545732e-5	0.003853638687487621	protein_coding	7358	1273.0833333333333	43.261111474766	4.871320113091506	16284	TRUE	Sarm
ENSG00000136237	RAPGEF5	6.50129849174028	1.2446087987987788	1.449271429075086e-5	0.004081198319152307	protein_coding	9771	2538	44.483845547675344	4.838850269387235	16283	TRUE	Sarm
ENSG00000118707	TGIF2	4.600447180822618	-0.7383480798616027	1.800311160046449e-5	0.004983810538481128	protein_coding	60436	1699.4444444444443	53.285387381497216	-4.744652426334289	8	TRUE	Sarm
ENSG00000234055	AL158151.2	1.0675992580211806	2.239708321067712	2.1631382237027078e-5	0.005888422767956054	lncRNA	"NA"	241	58.50622406639	4.664915728423427	16282	TRUE	Sarm
ENSG00000163491	NEK10	5.175164349064468	1.7046131514495075	2.2327987965509e-5	0.005978410285912434	protein_coding	152110	1721.6923076923076	42.44482173174872	4.651150410598359	16281	TRUE	Sarm
ENSG00000196562	SULF2	7.068020703050698	-1.1194283185591216	2.5074574283824838e-5	0.006554072058505522	protein_coding	55959	1727.75	52.64554092509525	-4.600766431697583	9	TRUE	Sarm
ENSG00000243004	AC005062.1	1.9695489351614555	1.6157315524536517	2.5280508154402002e-5	0.006554072058505522	lncRNA	"NA"	647.1111111111111	39.182692307692314	4.597214200704734	16280	TRUE	Sarm
ENSG00000163683	SMIM14	8.908324588589617	0.672954941947318	2.6648523877608015e-5	0.0068007865702026825	protein_coding	201895	1462.5714285714287	40.5547958585661	4.574326842531005	16279	TRUE	Sarm
ENSG00000145703	IQGAP2	8.050839032406806	0.9173245344991429	2.829628447323506e-5	0.00695704124768887	protein_coding	10788	1822.7368421052631	40.98521598521598	4.548270587044902	16278	TRUE	Sarm
ENSG00000150594	ADRA2A	5.964796662706209	1.5245390655045434	2.8378879771520386e-5	0.00695704124768887	protein_coding	150	3879	59.7061098221191	4.5470047518894425	16277	TRUE	Sarm
ENSG00000179104	TMTC2	6.33689481593684	0.9886115144130372	2.8538649580307004e-5	0.00695704124768887	protein_coding	160335	4478.6	43.74134774259813	4.544566581105623	16276	TRUE	Sarm
ENSG00000014914	MTMR11	3.7531725778137046	-1.0760970525885984	2.967716397776714e-5	0.007128192930130451	protein_coding	10903	1916.8	51.91986644407346	-4.52757760365093	10	TRUE	Sarm
ENSG00000179715	PCED1B	1.860708627044036	-1.3097327743184883	3.141290037345173e-5	0.007435752199994016	protein_coding	91523	1149.8333333333333	56.21104507899694	-4.50289196305921	11	TRUE	Sarm
ENSG00000046651	OFD1	6.544804642776766	0.8962088149388856	3.5088384609416486e-5	0.008187122654651421	protein_coding	8481	2304.1111111111113	42.73038530163475	4.454836625268928	16275	TRUE	Sarm
ENSG00000047936	ROS1	3.7379584626647073	2.6920628351842875	3.753984028321243e-5	0.00863574945557336	protein_coding	6098	5177.666666666667	41.975149681323664	4.425507579457535	16274	TRUE	Sarm
ENSG00000228793	AL033523.1	3.803524049904613	0.8399393548420121	3.8182747047902605e-5	0.008661650104630462	lncRNA	100507336	2142.2285714285713	44.01557790285151	4.4181328296136835	16273	TRUE	Sarm
ENSG00000136542	GALNT5	5.783682980809896	-1.3482989744505618	4.1175452019477375e-5	0.00921258435389211	protein_coding	11227	3886	38.19694630296794	-4.3853616244961025	12	TRUE	Sarm
ENSG00000162734	PEA15	8.186600880876954	0.9094911536770173	4.22673672131448e-5	0.009329093360706676	protein_coding	8682	1697.25	52.52614523493887	4.373994803044253	16272	TRUE	Sarm
ENSG00000070526	ST6GALNAC1	4.907884427169234	1.9023908170382897	4.490806855223725e-5	0.00953473645045278	protein_coding	55808	1159.1818181818182	53.47031605364284	4.347675623074526	16271	TRUE	Sarm
ENSG00000064393	HIPK2	8.418417387777383	1.1642812789205728	4.5033011791118104e-5	0.00953473645045278	protein_coding	28996	7411.666666666667	51.60332808635036	4.3464690066119545	16270	TRUE	Sarm
ENSG00000154269	ENPP3	2.8205592767738428	1.3963304122430005	4.532482889056227e-5	0.00953473645045278	protein_coding	5169	1846.4285714285713	41.261121856866566	4.343663826769682	16269	TRUE	Sarm
ENSG00000107562	CXCL12	3.0660601544189947	-2.9289753328894186	4.634013200037684e-5	0.00953473645045278	protein_coding	6387	1172.375	50.890286810960646	-4.334042733451662	13	TRUE	Sarm
ENSG00000155850	SLC26A2	4.511754904267245	1.240051232205232	4.6556811201679817e-5	0.00953473645045278	protein_coding	1836	3080.6666666666665	40.44579095433885	4.3320167733096335	16268	TRUE	Sarm
ENSG00000136883	KIF12	6.243901470197375	-0.9901191213446637	4.7325501578516126e-5	0.00953473645045278	protein_coding	113220	1436.4444444444443	63.12654702970298	-4.3249047744771625	14	TRUE	Sarm
ENSG00000150907	FOXO1	1.336670437204622	-2.2161841591323115	4.7387321686156166e-5	0.00953473645045278	protein_coding	2308	1739.25	48.84289205117152	-4.324337836769975	15	TRUE	Sarm
ENSG00000166123	GPT2	4.846953198578331	0.8231512053957483	4.7869245633816684e-5	0.00953473645045278	protein_coding	84706	2814.2	55.05649918271622	4.319943416463157	16267	TRUE	Sarm
ENSG00000091947	TMEM101	6.70382164687699	1.6669051335908531	4.891170736433103e-5	0.009624998992549622	protein_coding	84336	902.75	57.18637496538356	4.310587176966785	16266	TRUE	Sarm
ENSG00000134569	LRP4	1.0667963731311667	-1.8290922492909785	4.978645341658015e-5	0.009680501710154804	protein_coding	4038	2561.2	54.38075901920976	-4.30288880998621	16	TRUE	Sarm
ENSG00000069974	RAB27A	7.6211571728254075	1.112291758362434	5.496111070690466e-5	0.010560939072657339	protein_coding	5873	1189.3333333333333	42.684977578475326	4.259944499219875	16265	TRUE	Sarm
ENSG00000139211	AMIGO2	3.3233081398490203	-1.194427538615887	5.6550884692300164e-5	0.010740065112550448	protein_coding	347902	3225.6666666666665	44.610933140436096	-4.247560596503711	17	TRUE	Sarm
ENSG00000244682	FCGR2C	1.4149657025207745	-3.1336862068761175	5.839918386143337e-5	0.010963607701250475	polymorphic_pseudogene	"NA"	862.1666666666666	50.59926541658611	-4.233593222184735	18	TRUE	Sarm
ENSG00000178425	NT5DC1	6.204009919332951	0.6466413872425911	6.218870397293486e-5	0.011542364795340284	protein_coding	221294	2227.5	38.002244668911345	4.206288493890252	16264	TRUE	Sarm
ENSG00000110799	VWF	3.3745744890288036	1.1801834385254923	6.404320266686667e-5	0.011753007069190262	protein_coding	7450	1604.7777777777778	56.151769023056126	4.193526958049287	16263	TRUE	Sarm
ENSG00000186432	KPNA4	7.61646372963921	-0.9348282444788095	6.611331185123034e-5	0.011998096916290502	protein_coding	3840	3417.3333333333335	40.51892313694888	-4.179711086936927	19	TRUE	Sarm
ENSG00000249346	LINC01016	0.4595002463243778	-2.522105311800492	6.775687780450777e-5	0.012150909836639823	lncRNA	100507584	1266.1666666666667	50.105304725549566	-4.1690466142404246	20	TRUE	Sarm
ENSG00000132681	ATP1A4	2.6511091596559346	1.399882441942643	6.985013056822862e-5	0.012150909836639823	protein_coding	480	2514.6666666666665	52.08775185577943	4.155832777738659	16262	TRUE	Sarm
ENSG00000168143	FAM83B	4.142920528685405	-0.8929791156852597	6.992543315394444e-5	0.012150909836639823	protein_coding	222584	6244	37.7322229340167	-4.155364834705663	21	TRUE	Sarm
ENSG00000115556	PLCD4	3.071853710940992	-0.8461089769039062	6.993115316501215e-5	0.012150909836639823	protein_coding	84812	1758.9333333333334	51.43268647665251	-4.155329310182866	22	TRUE	Sarm
ENSG00000279443	AL513497.1	0.63067275005215	-1.5924967034514865	7.551892066839461e-5	0.012983689802914622	TEC	"NA"	2083	46.3754200672108	-4.121944225689729	23	TRUE	Sarm
ENSG00000205189	ZBTB10	5.15103120819653	0.9266879506418434	7.933497416147135e-5	0.013497688885201161	protein_coding	65986	6992.4	40.01487329100168	4.100535315370248	16261	TRUE	Sarm
ENSG00000006283	CACNA1G	0.061972890274009686	-2.013130936240595	8.027825571092827e-5	0.013517368562129808	protein_coding	8913	6612.470588235294	61.27682097996655	-4.095402072449481	24	TRUE	Sarm
ENSG00000218713	AL512378.1	1.9144341053426162	1.7916317232069088	8.808608942140103e-5	0.014680715291017785	processed_pseudogene	"NA"	2100	50.1428571428571	4.055092670072871	16260	TRUE	Sarm
ENSG00000134533	RERG	6.13410549751665	-0.6402807602349656	8.944353935845675e-5	0.014756377053956304	protein_coding	85004	1238.7777777777778	41.46560229617006	-4.048451023708164	25	TRUE	Sarm
ENSG00000005469	CROT	6.746611231393507	0.9625682232447055	9.183508016436393e-5	0.014999423643245562	protein_coding	54677	1574.4285714285713	39.35214590327558	4.0369913905678425	16259	TRUE	Sarm
ENSG00000185442	FAM174B	6.409310123678393	0.8733269582169142	9.92881136194509e-5	0.016056165938084073	protein_coding	400451	689.9166666666666	51.60043483512501	4.003102740411652	16258	TRUE	Sarm
ENSG00000158966	CACHD1	2.7191842181449912	-1.3381509216866803	1.1087521646519448e-4	0.017678976740121713	protein_coding	57685	4711.833333333333	46.31601287538468	-3.9551655192725264	26	TRUE	Sarm
ENSG00000253170	AC108515.1	0.48688992679030796	2.902945775649047	1.1148806736255045e-4	0.017678976740121713	lncRNA	"NA"	525	36.1904761904762	3.9527716129379753	16257	TRUE	Sarm
ENSG00000269416	LINC01224	2.213985596246814	-1.422464493399884	1.1264886420661772e-4	0.01769128749121815	lncRNA	104472717	1120.7	48.59462835727671	-3.948273182735403	27	TRUE	Sarm
ENSG00000019582	CD74	6.649974861021788	-0.7346157197611249	1.2165666108168333e-4	0.018923983289972704	protein_coding	972	1081.4166666666667	58.43415273175615	-3.914864107104554	28	TRUE	Sarm
ENSG00000143401	ANP32E	6.042838568481799	-0.7197299178046707	1.2394925835933326e-4	0.019098709780971605	protein_coding	81611	1520.2	37.975266412314184	-3.9067560674553587	29	TRUE	Sarm
ENSG00000149089	APIP	5.125310736548293	0.8702911240354623	1.2827998845170026e-4	0.019558858972505977	protein_coding	51074	2290.3333333333335	41.02750691311307	3.8918410878405965	16256	TRUE	Sarm
ENSG00000171298	GAA	7.3454002619962315	0.6782987316050513	1.306517641981764e-4	0.019558858972505977	protein_coding	2548	1400.888888888889	64.74460659898477	3.88388472159406	16255	TRUE	Sarm
ENSG00000145375	SPATA5	5.320653388036148	-0.676085004261982	1.3088961042599106e-4	0.019558858972505977	protein_coding	166378	3532.2	41.72470415038784	-3.8830948249063537	30	TRUE	Sarm
ENSG00000116667	C1orf21	7.808692109754996	0.7833255285680611	1.3172561605189848e-4	0.019558858972505977	protein_coding	81563	2859.375	43.046994535519154	3.880329761650111	16254	TRUE	Sarm
ENSG00000168453	HR	0.1908533818877659	-2.5902600240247353	1.368727986615262e-4	0.020140030815664033	protein_coding	55806	1968.7777777777778	64.52395733393533	-3.863682852559842	31	TRUE	Sarm
ENSG00000125844	RRBP1	8.895986189737277	0.698979467225071	1.4108407245140743e-4	0.020343337164430746	protein_coding	6238	2724.909090909091	59.0812037098819	3.850522012729757	16253	TRUE	Sarm
ENSG00000182704	TSKU	6.620571409915301	1.1201867152455478	1.4188926916660632e-4	0.020343337164430746	protein_coding	25987	1998	59.81981981981982	3.84805044822083	16252	TRUE	Sarm
ENSG00000198740	ZNF652	8.049831004228208	0.5718131196938231	1.4209492397731575e-4	0.020343337164430746	protein_coding	22834	5686.25	41.78061112332383	3.8474214359924215	16251	TRUE	Sarm
ENSG00000175662	TOM1L2	8.033516414581467	0.5857901774175891	1.4438891214096122e-4	0.020343337164430746	protein_coding	146691	1856	57.25061576354679	3.840466155664461	16250	TRUE	Sarm
ENSG00000102172	SMS	5.631417894953552	-0.6563453359564598	1.4448215949757954e-4	0.020343337164430746	protein_coding	6611	1074	48.99906890130354	-3.8401857758146667	32	TRUE	Sarm
ENSG00000104870	FCGRT	6.737613033062181	-0.5972305002009065	1.547694149913783e-4	0.021564809876741094	protein_coding	2217	1037.1666666666667	61.64229471316086	-3.810314858981601	33	TRUE	Sarm
ENSG00000287338	AL929091.1	0.8215777620541949	-1.9301607846823126	1.5688546890151877e-4	0.021564809876741094	lncRNA	107985323	2866.3333333333335	48.331201302477005	-3.8044172799193525	34	TRUE	Sarm
ENSG00000147257	GPC3	5.3844228005680055	2.4159273058478608	1.5711824988258067e-4	0.021564809876741094	protein_coding	2719	1324.25	46.25259580894847	3.803773367073489	16249	TRUE	Sarm
ENSG00000080986	NDC80	2.995548255291443	-0.8161275141047042	1.596479146139336e-4	0.02172941157824481	protein_coding	10403	897	40.55741360089188	-3.796836750018845	35	TRUE	Sarm
ENSG00000140931	CMTM3	3.1894464432709397	0.9668987216914818	1.6901729038968255e-4	0.022540069546859335	protein_coding	123920	1156	58.00461361014995	3.7720688649914966	16248	TRUE	Sarm
ENSG00000143164	DCAF6	8.01115840532458	0.6154480702641539	1.6916340437590934e-4	0.022540069546859335	protein_coding	55827	1812.3333333333333	43.69137391944085	3.771693583357282	16247	TRUE	Sarm
ENSG00000196932	TMEM26	-0.13610933551457374	-3.1016064651207746	1.6974398789344874e-4	0.022540069546859335	protein_coding	219623	2615.4	41.240345645025606	-3.770205598908661	36	TRUE	Sarm
ENSG00000143318	CASQ1	2.2935236628518196	1.250143139646511	1.742742201897243e-4	0.022955006760957797	protein_coding	844	1114	50.32914422501494	3.7587668518882986	16246	TRUE	Sarm
ENSG00000155111	CDK19	7.0266178398195445	0.7780802776656865	1.813802888853949e-4	0.023575167123051483	protein_coding	23097	2835	42.023809523809526	3.7414099107347516	16245	TRUE	Sarm
ENSG00000128641	MYO1B	4.2182367893045285	1.937908871890135	1.8255384929983907e-4	0.023575167123051483	protein_coding	4430	1988.8	41.1470903727541	3.7386090051571226	16244	TRUE	Sarm
ENSG00000133816	MICAL2	7.488140845232801	0.8362272148442915	1.833126936035963e-4	0.023575167123051483	protein_coding	9645;84953	1562.5135135135135	52.33252036739142	3.7368074610000006	16243	TRUE	Sarm
ENSG00000124212	PTGIS	3.0509840261734174	-1.3640361830483136	1.8998287238063875e-4	0.0242421113640076	protein_coding	5740	3456.5	53.10284970345728	-3.7212855504464706	37	TRUE	Sarm
ENSG00000272264	AC009686.2	0.8533622764072831	2.077276823927139	1.9246604383516984e-4	0.02436858832526999	lncRNA	"NA"	577	57.3656845753899	3.7156458805753068	16242	TRUE	Sarm
ENSG00000198721	ECI2	6.0467781069937585	0.8071321049029968	1.9648785186658684e-4	0.024686431419515098	protein_coding	10455	1559.7272727272727	45.31095179809991	3.706664295316022	16241	TRUE	Sarm
ENSG00000243107	AC000120.2	0.547796644088333	-1.496358381827462	1.991526099072558e-4	0.024793631987583976	lncRNA	"NA"	1589	40.0881057268723	-3.700813997761345	38	TRUE	Sarm
ENSG00000183723	CMTM4	7.304110375029783	0.5236518767534742	2.003771151877233e-4	0.024793631987583976	protein_coding	146223	4046.8	47.97370762083623	3.698151880186106	16240	TRUE	Sarm
ENSG00000124171	PARD6B	5.397018246092191	-1.103217038176216	2.1444591643231573e-4	0.026334925963075285	protein_coding	84612	2550.5	40.79592236816306	-3.6686822193610107	39	TRUE	Sarm
ENSG00000137404	NRM	4.0932019954855114	-0.788161687599595	2.16226957024922e-4	0.026355484246925756	protein_coding	11270	1362.4444444444443	58.30207144022182	-3.6650901634938657	40	TRUE	Sarm
ENSG00000141510	TP53	6.582453368021202	-0.5676037753340643	2.2531131829759307e-4	0.0272593315685525	protein_coding	7157	1739.5185185185185	52.99891413119851	-3.647216991362165	41	TRUE	Sarm
ENSG00000066468	FGFR2	6.310351685483188	0.7945836736479696	2.3306393173336856e-4	0.02798994997794933	protein_coding	2263	2317.5185185185187	50.65603375257698	3.632524931375104	16239	TRUE	Sarm
ENSG00000157483	MYO1E	6.680712198938671	0.8845701694226006	2.3580124260202113e-4	0.028019614048338255	protein_coding	4643	1453.3	48.16624234500792	3.627453910632876	16238	TRUE	Sarm
ENSG00000026508	CD44	4.97370479825459	-1.4857800416932894	2.3674197873450558e-4	0.028019614048338255	protein_coding	960	1066.6153846153845	46.75224770421655	-3.625724726792933	42	TRUE	Sarm
ENSG00000135476	ESPL1	5.133843076186293	-0.849419553515258	2.4010612456633234e-4	0.02821333332763961	protein_coding	9700	2746.25	56.62266727355486	-3.6195967619278195	43	TRUE	Sarm
ENSG00000183607	GKN2	4.262249735102955	2.8663292151111524	2.520771298843278e-4	0.02932306068491291	protein_coding	200504	1110.5	40.072039621792	3.598466554623389	16237	TRUE	Sarm
ENSG00000126878	AIF1L	5.478893886797996	-0.6979831290941675	2.531409757284467e-4	0.02932306068491291	protein_coding	83543	2062.8	53.616443668799704	-3.5966375502490777	44	TRUE	Sarm
